topic,component,metric,filter_conditions,time_type,time_index,time_label,aggregation,value,unit,query_terms,recommended_answer
办公会议,会议设备在线率,准时释放率,类别=准时释放率,固定展示,,固定展示值,当期,82.6,%,准时释放率；会议设备在线率,准时释放率数量为82.6%。
办公会议,会议室使用率排行,组团D,区域=组团D,固定展示,,固定展示值,当期,94.0,间,组团D；会议室使用率排行,组团D会议室数量为94间。
办公会议,会议室使用率排行,组团E,区域=组团E,固定展示,,固定展示值,当期,88.0,间,组团E；会议室使用率排行,组团E会议室数量为88间。
办公会议,会议室使用率排行,组团F,区域=组团F,固定展示,,固定展示值,当期,76.0,间,组团F；会议室使用率排行,组团F会议室数量为76间。
办公会议,会议室使用率排行,组团C,区域=组团C,固定展示,,固定展示值,当期,65.0,间,组团C；会议室使用率排行,组团C会议室数量为65间。
办公会议,会议室使用率排行,组团B,区域=组团B,固定展示,,固定展示值,当期,52.0,间,组团B；会议室使用率排行,组团B会议室数量为52间。
办公会议,会议环境,PM2.5,,固定展示,,固定展示值,当期,30.0,μg/m³,PM2.5；会议环境,PM2.5为30μg/m³。
办公会议,会议室使用,D6-1-13R,会议室=D6-1-13R,固定展示,,固定展示值,当期,11.6,间,D6-1-13R；会议室使用,D6-1-13R为11.6间。
办公会议,会议室使用,E2-3-02R,会议室=E2-3-02R,固定展示,,固定展示值,当期,11.5,间,E2-3-02R；会议室使用,E2-3-02R为11.5间。
办公会议,会议室使用,F1-9-32R,会议室=F1-9-32R,固定展示,,固定展示值,当期,11.1,间,F1-9-32R；会议室使用,F1-9-32R为11.1间。
办公会议,会议室使用,C4-4-01R,会议室=C4-4-01R,固定展示,,固定展示值,当期,10.9,间,C4-4-01R；会议室使用,C4-4-01R为10.9间。
办公会议,会议室使用,B3-5-08R,会议室=B3-5-08R,固定展示,,固定展示值,当期,10.8,间,B3-5-08R；会议室使用,B3-5-08R为10.8间。
办公会议,会议时长分布,1小时内,类别=1小时内,固定展示,,固定展示值,当期,59.0,间,1小时内；会议时长分布,1小时内数量为59间。
办公会议,会议时长分布,1-2小时,类别=1-2小时,固定展示,,固定展示值,当期,32.0,间,1-2小时；会议时长分布,1-2小时数量为32间。
办公会议,会议时长分布,2-4小时,类别=2-4小时,固定展示,,固定展示值,当期,12.0,间,2-4小时；会议时长分布,2-4小时数量为12间。
办公会议,会议时长分布,4-6小时,类别=4-6小时,固定展示,,固定展示值,当期,3.0,间,4-6小时；会议时长分布,4-6小时数量为3间。
办公会议,会议时长分布,6-8小时,类别=6-8小时,固定展示,,固定展示值,当期,1.0,间,6-8小时；会议时长分布,6-8小时数量为1间。
办公会议,会议时长分布,8小时以上,类别=8小时以上,固定展示,,固定展示值,当期,1.0,间,8小时以上；会议时长分布,8小时以上数量为1间。
网络体验,网络告警,已完成、设备1,告警状态=已完成；设备类似=设备1,固定展示,,固定展示值,当期,17.0,台,已完成、设备1；网络告警,已完成、设备1为17台。
网络体验,网络告警,处理中、设备1,告警状态=处理中；设备类似=设备1,固定展示,,固定展示值,当期,4.0,台,处理中、设备1；网络告警,处理中、设备1为4台。
网络体验,网络告警,待处理、设备1,告警状态=待处理；设备类似=设备1,固定展示,,固定展示值,当期,2.0,台,待处理、设备1；网络告警,待处理、设备1为2台。
网络体验,网络告警,已完成、设备2,告警状态=已完成；设备类似=设备2,固定展示,,固定展示值,当期,14.0,台,已完成、设备2；网络告警,已完成、设备2为14台。
网络体验,网络告警,处理中、设备2,告警状态=处理中；设备类似=设备2,固定展示,,固定展示值,当期,10.0,台,处理中、设备2；网络告警,处理中、设备2为10台。
网络体验,网络告警,待处理、设备2,告警状态=待处理；设备类似=设备2,固定展示,,固定展示值,当期,4.0,台,待处理、设备2；网络告警,待处理、设备2为4台。
网络体验,网络告警,已完成、设备3,告警状态=已完成；设备类似=设备3,固定展示,,固定展示值,当期,15.0,台,已完成、设备3；网络告警,已完成、设备3为15台。
网络体验,网络告警,处理中、设备3,告警状态=处理中；设备类似=设备3,固定展示,,固定展示值,当期,6.0,台,处理中、设备3；网络告警,处理中、设备3为6台。
网络体验,网络告警,待处理、设备3,告警状态=待处理；设备类似=设备3,固定展示,,固定展示值,当期,3.0,台,待处理、设备3；网络告警,待处理、设备3为3台。
网络体验,网络告警,已完成、设备4,告警状态=已完成；设备类似=设备4,固定展示,,固定展示值,当期,17.0,台,已完成、设备4；网络告警,已完成、设备4为17台。
网络体验,网络告警,处理中、设备4,告警状态=处理中；设备类似=设备4,固定展示,,固定展示值,当期,8.0,台,处理中、设备4；网络告警,处理中、设备4为8台。
网络体验,网络告警,待处理、设备4,告警状态=待处理；设备类似=设备4,固定展示,,固定展示值,当期,1.0,台,待处理、设备4；网络告警,待处理、设备4为1台。
网络体验,网络告警,已完成、设备5,告警状态=已完成；设备类似=设备5,固定展示,,固定展示值,当期,18.0,台,已完成、设备5；网络告警,已完成、设备5为18台。
网络体验,网络告警,处理中、设备5,告警状态=处理中；设备类似=设备5,固定展示,,固定展示值,当期,4.0,台,处理中、设备5；网络告警,处理中、设备5为4台。
网络体验,网络告警,待处理、设备5,告警状态=待处理；设备类似=设备5,固定展示,,固定展示值,当期,3.0,台,待处理、设备5；网络告警,待处理、设备5为3台。
网络体验,网络设备与终端,AirEngine 5700系列,设备类型=AirEngine 5700系列,固定展示,,固定展示值,当期,11156.0,台,AirEngine 5700系列；网络设备与终端,"AirEngine 5700系列数量为11,156台。"
网络体验,网络设备与终端,AirEngine 6700系列,设备类型=AirEngine 6700系列,固定展示,,固定展示值,当期,1235.0,台,AirEngine 6700系列；网络设备与终端,"AirEngine 6700系列数量为1,235台。"
网络体验,网络设备与终端,S5700系列交换机,设备类型=S5700系列交换机,固定展示,,固定展示值,当期,1436.0,台,S5700系列交换机；网络设备与终端,"S5700系列交换机数量为1,436台。"
网络体验,网络设备与终端,S8700系列交换机,设备类型=S8700系列交换机,固定展示,,固定展示值,当期,204.0,台,S8700系列交换机；网络设备与终端,S8700系列交换机数量为204台。
网络体验,网络健康,网络协议健康度,健康维度=网络协议,固定展示,,固定展示值,当期,100.0,%,网络协议健康度；网络健康,网络协议健康度为100%。
网络体验,网络健康,设备环境健康度,健康维度=设备环境,固定展示,,固定展示值,当期,96.03,%,设备环境健康度；网络健康,设备环境健康度为96.03%。
网络体验,网络健康,设备容量健康度,健康维度=设备容量,固定展示,,固定展示值,当期,100.0,%,设备容量健康度；网络健康,设备容量健康度为100%。
网络体验,网络健康,网络性能健康度,健康维度=网络性能,固定展示,,固定展示值,当期,100.0,%,网络性能健康度；网络健康,网络性能健康度为100%。
网络体验,网络健康,网络状态健康度,健康维度=网络状态,固定展示,,固定展示值,当期,100.0,%,网络状态健康度；网络健康,网络状态健康度为100%。
网络体验,网络设备与终端,台式机,类别=台式机,固定展示,,固定展示值,当期,5620.0,台,台式机；网络设备与终端,"台式机数量为5,620台。"
网络体验,网络设备与终端,笔记本,类别=笔记本,固定展示,,固定展示值,当期,21840.0,台,笔记本；网络设备与终端,"笔记本数量为21,840台。"
网络体验,网络设备与终端,手机,类别=手机,固定展示,,固定展示值,当期,34250.0,台,手机；网络设备与终端,"手机数量为34,250台。"
网络体验,网络设备与终端,会议终端,类别=会议终端,固定展示,,固定展示值,当期,1850.0,台,会议终端；网络设备与终端,"会议终端数量为1,850台。"
网络体验,网络设备与终端,其它,类别=其它,固定展示,,固定展示值,当期,3420.0,台,其它；网络设备与终端,"其它数量为3,420台。"
网络体验,网络设备与终端,1小时内,类别=1小时内,固定展示,,固定展示值,当期,2350.0,台,1小时内；网络设备与终端,"1小时内数量为2,350台。"
网络体验,网络设备与终端,1-2小时,类别=1-2小时,固定展示,,固定展示值,当期,4120.0,台,1-2小时；网络设备与终端,"1-2小时数量为4,120台。"
网络体验,网络设备与终端,2-4小时,类别=2-4小时,固定展示,,固定展示值,当期,10580.0,台,2-4小时；网络设备与终端,"2-4小时数量为10,580台。"
网络体验,网络设备与终端,4-6小时,类别=4-6小时,固定展示,,固定展示值,当期,6340.0,台,4-6小时；网络设备与终端,"4-6小时数量为6,340台。"
网络体验,网络设备与终端,6-8小时,类别=6-8小时,固定展示,,固定展示值,当期,2150.0,台,6-8小时；网络设备与终端,"6-8小时数量为2,150台。"
网络体验,网络设备与终端,8小时以上,类别=8小时以上,固定展示,,固定展示值,当期,560.0,台,8小时以上；网络设备与终端,8小时以上数量为560台。
网络体验,网络设备与终端,终端数量,终端类型=笔记本电脑,固定展示,,固定展示值,当期,1156.0,台,终端数量；网络设备与终端,"笔记本电脑数量为1,156台。"
网络体验,网络设备与终端,终端数量,终端类型=台式电脑,固定展示,,固定展示值,当期,543.0,台,终端数量；网络设备与终端,台式电脑数量为543台。
网络体验,网络设备与终端,终端数量,终端类型=移动终端,固定展示,,固定展示值,当期,1865.0,台,终端数量；网络设备与终端,"移动终端数量为1,865台。"
网络体验,网络设备与终端,终端数量,终端类型=安防设备,固定展示,,固定展示值,当期,368.0,台,终端数量；网络设备与终端,安防设备数量为368台。
网络体验,网络设备与终端,终端数量,终端类型=其他,固定展示,,固定展示值,当期,602.0,台,终端数量；网络设备与终端,其他数量为602台。
网络体验,网络设备与终端,组团A,类别=组团A,固定展示,,固定展示值,当期,85.0,台,组团A；网络设备与终端,组团A数量为85台。
网络体验,网络设备与终端,组团B,类别=组团B,固定展示,,固定展示值,当期,80.0,台,组团B；网络设备与终端,组团B数量为80台。
网络体验,网络设备与终端,组团C,类别=组团C,固定展示,,固定展示值,当期,78.0,台,组团C；网络设备与终端,组团C数量为78台。
网络体验,网络设备与终端,组团D,类别=组团D,固定展示,,固定展示值,当期,45.0,台,组团D；网络设备与终端,组团D数量为45台。
网络体验,网络设备与终端,组团E,类别=组团E,固定展示,,固定展示值,当期,23.0,台,组团E；网络设备与终端,组团E数量为23台。
网络体验,网络设备与终端,严重,类别=严重,固定展示,,固定展示值,当期,29.0,台,严重；网络设备与终端,严重数量为29台。
网络体验,网络设备与终端,重要,类别=重要,固定展示,,固定展示值,当期,88.0,台,重要；网络设备与终端,重要数量为88台。
网络体验,网络设备与终端,次要,类别=次要,固定展示,,固定展示值,当期,22.0,台,次要；网络设备与终端,次要数量为22台。
网络体验,网络设备与终端,提示,类别=提示,固定展示,,固定展示值,当期,21.0,台,提示；网络设备与终端,提示数量为21台。
能源管理,光伏运行,发电量,区域=区域1,固定展示,,固定展示值,当期,394.2,GWh,发电量；光伏运行,区域1发电量为394.2GWh。
能源管理,光伏运行,发电量,区域=区域2,固定展示,,固定展示值,当期,175.2,GWh,发电量；光伏运行,区域2发电量为175.2GWh。
能源管理,光伏运行,发电量,区域=区域3,固定展示,,固定展示值,当期,306.6,GWh,发电量；光伏运行,区域3发电量为306.6GWh。
能源管理,光伏运行,CO2减排量,,固定展示,,固定展示值,当期,8733.0,吨,CO2减排量；光伏运行,"CO2减排量为8,733吨。"
能源管理,光伏运行,光伏总容量,,固定展示,,固定展示值,当期,6.82,MWp,光伏总容量；光伏运行,光伏总容量为6.82MWp。
能源管理,光伏运行,节约标准煤,,固定展示,,固定展示值,当期,3504.0,吨,节约标准煤；光伏运行,"节约标准煤为3,504吨。"
能源管理,光伏运行,优化器,,固定展示,,固定展示值,当期,477.0,台,优化器；光伏运行,优化器为477台。
能源管理,光伏运行,汇流箱,,固定展示,,固定展示值,当期,45.0,台,汇流箱；光伏运行,汇流箱为45台。
能源管理,光伏运行,逆变器,,固定展示,,固定展示值,当期,58.0,台,逆变器；光伏运行,逆变器为58台。
能源管理,光伏运行,设备总数,,固定展示,,固定展示值,当期,586.0,台,设备总数；光伏运行,设备总数为586台。
能源管理,光伏运行,通信模块,,固定展示,,固定展示值,当期,6.0,台,通信模块；光伏运行,通信模块为6台。
能源管理,光伏运行,等效植树量,,固定展示,,固定展示值,当期,4852.0,棵,等效植树量；光伏运行,"等效植树量为4,852棵。"
能源管理,充电桩运行,超充数量,,固定展示,,固定展示值,当期,102.0,件,超充数量；充电桩运行,超充数量为102件。
能源管理,充电桩运行,慢充数量,,固定展示,,固定展示值,当期,922.0,件,慢充数量；充电桩运行,慢充数量为922件。
能源管理,充电桩运行,充电桩总数,,固定展示,,固定展示值,当期,1024.0,台,充电桩总数；充电桩运行,"充电桩总数为1,024台。"
能源管理,能源运行,提示告警,,固定展示,,固定展示值,当期,1.0,件,提示告警；能源运行,提示告警为1件。
能源管理,能源运行,次要告警,,固定展示,,固定展示值,当期,0.0,件,次要告警；能源运行,次要告警为0件。
能源管理,能源运行,紧急告警,,固定展示,,固定展示值,当期,1.0,件,紧急告警；能源运行,紧急告警为1件。
能源管理,能源运行,重要告警,,固定展示,,固定展示值,当期,6.0,件,重要告警；能源运行,重要告警为6件。
能源管理,充电桩运行,负荷,充电桩=充电桩1；运行状态=空闲；单位=kW,固定展示,,固定展示值,当期,6.74,kW,负荷；充电桩运行,负荷为6.74kW。
能源管理,充电桩运行,负荷,充电桩=充电桩2；运行状态=空闲；单位=kW,固定展示,,固定展示值,当期,6.68,kW,负荷；充电桩运行,负荷为6.68kW。
能源管理,充电桩运行,负荷,充电桩=充电桩3；运行状态=空闲；单位=kW,固定展示,,固定展示值,当期,6.87,kW,负荷；充电桩运行,负荷为6.87kW。
能源管理,充电桩运行,负荷,充电桩=充电桩4；运行状态=充电中；单位=kW,固定展示,,固定展示值,当期,6.7,kW,负荷；充电桩运行,负荷为6.7kW。
能源管理,充电桩运行,负荷,充电桩=充电桩5；运行状态=充电中；单位=kW,固定展示,,固定展示值,当期,6.8,kW,负荷；充电桩运行,负荷为6.8kW。
能源管理,充电桩运行,负荷,充电桩=充电桩6；运行状态=空闲,固定展示,,固定展示值,当期,0.0,kW,负荷；充电桩运行,负荷为0kW。
能源管理,充电桩运行,负荷,充电桩=充电桩7；运行状态=空闲,固定展示,,固定展示值,当期,0.0,kW,负荷；充电桩运行,负荷为0kW。
能源管理,充电桩运行,负荷,充电桩=充电桩8；运行状态=空闲,固定展示,,固定展示值,当期,0.0,kW,负荷；充电桩运行,负荷为0kW。
能源管理,充电桩运行,负荷,充电桩=充电桩9；运行状态=空闲,固定展示,,固定展示值,当期,0.0,kW,负荷；充电桩运行,负荷为0kW。
能源管理,充电桩运行,慢充充电枪总数,,固定展示,,固定展示值,当期,922.0,件,慢充充电枪总数；充电桩运行,慢充充电枪总数为922件。
能源管理,充电桩运行,慢充充电中,,固定展示,,固定展示值,当期,446.0,个,慢充充电中；充电桩运行,慢充充电中为446个。
能源管理,充电桩运行,慢充空闲,,固定展示,,固定展示值,当期,476.0,个,慢充空闲；充电桩运行,慢充空闲为476个。
能源管理,充电桩运行,慢充停用,,固定展示,,固定展示值,当期,0.0,个,慢充停用；充电桩运行,慢充停用为0个。
能源管理,充电桩运行,慢充异常,,固定展示,,固定展示值,当期,0.0,个,慢充异常；充电桩运行,慢充异常为0个。
能源管理,充电桩运行,超充充电枪总数,,固定展示,,固定展示值,当期,102.0,件,超充充电枪总数；充电桩运行,超充充电枪总数为102件。
能源管理,充电桩运行,超充充电中,,固定展示,,固定展示值,当期,45.0,个,超充充电中；充电桩运行,超充充电中为45个。
能源管理,充电桩运行,超充空闲,,固定展示,,固定展示值,当期,57.0,个,超充空闲；充电桩运行,超充空闲为57个。
能源管理,充电桩运行,超充停用,,固定展示,,固定展示值,当期,0.0,个,超充停用；充电桩运行,超充停用为0个。
能源管理,充电桩运行,超充异常,,固定展示,,固定展示值,当期,0.0,个,超充异常；充电桩运行,超充异常为0个。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,1,系统时间月份-第1日,当期,15.0,台,已完成；资产告警处理趋势,本月第1日，已完成预警数量为15台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,1,系统时间月份-第1日,当期,5.0,台,处理中；资产告警处理趋势,本月第1日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,1,系统时间月份-第1日,当期,2.0,台,待处理；资产告警处理趋势,本月第1日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,2,系统时间月份-第2日,当期,12.0,台,已完成；资产告警处理趋势,本月第2日，已完成预警数量为12台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,2,系统时间月份-第2日,当期,4.0,台,处理中；资产告警处理趋势,本月第2日，处理中预警数量为4台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,2,系统时间月份-第2日,当期,1.0,台,待处理；资产告警处理趋势,本月第2日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,3,系统时间月份-第3日,当期,18.0,台,已完成；资产告警处理趋势,本月第3日，已完成预警数量为18台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,3,系统时间月份-第3日,当期,6.0,台,处理中；资产告警处理趋势,本月第3日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,3,系统时间月份-第3日,当期,3.0,台,待处理；资产告警处理趋势,本月第3日，待处理预警数量为3台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,4,系统时间月份-第4日,当期,20.0,台,已完成；资产告警处理趋势,本月第4日，已完成预警数量为20台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,4,系统时间月份-第4日,当期,7.0,台,处理中；资产告警处理趋势,本月第4日，处理中预警数量为7台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,4,系统时间月份-第4日,当期,2.0,台,待处理；资产告警处理趋势,本月第4日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,5,系统时间月份-第5日,当期,16.0,台,已完成；资产告警处理趋势,本月第5日，已完成预警数量为16台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,5,系统时间月份-第5日,当期,5.0,台,处理中；资产告警处理趋势,本月第5日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,5,系统时间月份-第5日,当期,1.0,台,待处理；资产告警处理趋势,本月第5日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,6,系统时间月份-第6日,当期,14.0,台,已完成；资产告警处理趋势,本月第6日，已完成预警数量为14台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,6,系统时间月份-第6日,当期,4.0,台,处理中；资产告警处理趋势,本月第6日，处理中预警数量为4台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,6,系统时间月份-第6日,当期,2.0,台,待处理；资产告警处理趋势,本月第6日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,7,系统时间月份-第7日,当期,11.0,台,已完成；资产告警处理趋势,本月第7日，已完成预警数量为11台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,7,系统时间月份-第7日,当期,3.0,台,处理中；资产告警处理趋势,本月第7日，处理中预警数量为3台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,7,系统时间月份-第7日,当期,1.0,台,待处理；资产告警处理趋势,本月第7日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,8,系统时间月份-第8日,当期,19.0,台,已完成；资产告警处理趋势,本月第8日，已完成预警数量为19台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,8,系统时间月份-第8日,当期,6.0,台,处理中；资产告警处理趋势,本月第8日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,8,系统时间月份-第8日,当期,3.0,台,待处理；资产告警处理趋势,本月第8日，待处理预警数量为3台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,9,系统时间月份-第9日,当期,22.0,台,已完成；资产告警处理趋势,本月第9日，已完成预警数量为22台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,9,系统时间月份-第9日,当期,8.0,台,处理中；资产告警处理趋势,本月第9日，处理中预警数量为8台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,9,系统时间月份-第9日,当期,4.0,台,待处理；资产告警处理趋势,本月第9日，待处理预警数量为4台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,10,系统时间月份-第10日,当期,17.0,台,已完成；资产告警处理趋势,本月第10日，已完成预警数量为17台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,10,系统时间月份-第10日,当期,5.0,台,处理中；资产告警处理趋势,本月第10日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,10,系统时间月份-第10日,当期,2.0,台,待处理；资产告警处理趋势,本月第10日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,11,系统时间月份-第11日,当期,13.0,台,已完成；资产告警处理趋势,本月第11日，已完成预警数量为13台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,11,系统时间月份-第11日,当期,4.0,台,处理中；资产告警处理趋势,本月第11日，处理中预警数量为4台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,11,系统时间月份-第11日,当期,1.0,台,待处理；资产告警处理趋势,本月第11日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,12,系统时间月份-第12日,当期,15.0,台,已完成；资产告警处理趋势,本月第12日，已完成预警数量为15台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,12,系统时间月份-第12日,当期,6.0,台,处理中；资产告警处理趋势,本月第12日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,12,系统时间月份-第12日,当期,2.0,台,待处理；资产告警处理趋势,本月第12日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,13,系统时间月份-第13日,当期,21.0,台,已完成；资产告警处理趋势,本月第13日，已完成预警数量为21台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,13,系统时间月份-第13日,当期,7.0,台,处理中；资产告警处理趋势,本月第13日，处理中预警数量为7台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,13,系统时间月份-第13日,当期,3.0,台,待处理；资产告警处理趋势,本月第13日，待处理预警数量为3台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,14,系统时间月份-第14日,当期,16.0,台,已完成；资产告警处理趋势,本月第14日，已完成预警数量为16台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,14,系统时间月份-第14日,当期,5.0,台,处理中；资产告警处理趋势,本月第14日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,14,系统时间月份-第14日,当期,2.0,台,待处理；资产告警处理趋势,本月第14日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,15,系统时间月份-第15日,当期,18.0,台,已完成；资产告警处理趋势,本月第15日，已完成预警数量为18台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,15,系统时间月份-第15日,当期,6.0,台,处理中；资产告警处理趋势,本月第15日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,15,系统时间月份-第15日,当期,1.0,台,待处理；资产告警处理趋势,本月第15日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,16,系统时间月份-第16日,当期,14.0,台,已完成；资产告警处理趋势,本月第16日，已完成预警数量为14台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,16,系统时间月份-第16日,当期,4.0,台,处理中；资产告警处理趋势,本月第16日，处理中预警数量为4台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,16,系统时间月份-第16日,当期,2.0,台,待处理；资产告警处理趋势,本月第16日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,17,系统时间月份-第17日,当期,12.0,台,已完成；资产告警处理趋势,本月第17日，已完成预警数量为12台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,17,系统时间月份-第17日,当期,3.0,台,处理中；资产告警处理趋势,本月第17日，处理中预警数量为3台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,17,系统时间月份-第17日,当期,1.0,台,待处理；资产告警处理趋势,本月第17日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,18,系统时间月份-第18日,当期,20.0,台,已完成；资产告警处理趋势,本月第18日，已完成预警数量为20台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,18,系统时间月份-第18日,当期,8.0,台,处理中；资产告警处理趋势,本月第18日，处理中预警数量为8台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,18,系统时间月份-第18日,当期,3.0,台,待处理；资产告警处理趋势,本月第18日，待处理预警数量为3台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,19,系统时间月份-第19日,当期,24.0,台,已完成；资产告警处理趋势,本月第19日，已完成预警数量为24台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,19,系统时间月份-第19日,当期,7.0,台,处理中；资产告警处理趋势,本月第19日，处理中预警数量为7台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,19,系统时间月份-第19日,当期,4.0,台,待处理；资产告警处理趋势,本月第19日，待处理预警数量为4台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,20,系统时间月份-第20日,当期,19.0,台,已完成；资产告警处理趋势,本月第20日，已完成预警数量为19台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,20,系统时间月份-第20日,当期,6.0,台,处理中；资产告警处理趋势,本月第20日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,20,系统时间月份-第20日,当期,2.0,台,待处理；资产告警处理趋势,本月第20日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,21,系统时间月份-第21日,当期,15.0,台,已完成；资产告警处理趋势,本月第21日，已完成预警数量为15台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,21,系统时间月份-第21日,当期,5.0,台,处理中；资产告警处理趋势,本月第21日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,21,系统时间月份-第21日,当期,1.0,台,待处理；资产告警处理趋势,本月第21日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,22,系统时间月份-第22日,当期,17.0,台,已完成；资产告警处理趋势,本月第22日，已完成预警数量为17台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,22,系统时间月份-第22日,当期,4.0,台,处理中；资产告警处理趋势,本月第22日，处理中预警数量为4台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,22,系统时间月份-第22日,当期,2.0,台,待处理；资产告警处理趋势,本月第22日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,23,系统时间月份-第23日,当期,13.0,台,已完成；资产告警处理趋势,本月第23日，已完成预警数量为13台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,23,系统时间月份-第23日,当期,5.0,台,处理中；资产告警处理趋势,本月第23日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,23,系统时间月份-第23日,当期,1.0,台,待处理；资产告警处理趋势,本月第23日，待处理预警数量为1台。
